sample_id,split,label,video_path,audio_path,transcript
1077_IEO_SAD_LO,val,5,data/CREMA_D_repo/VideoFlash/1077_IEO_SAD_LO.flv,data/CREMA_D_repo/AudioWAV/1077_IEO_SAD_LO.wav,It's eleven o'clock
1038_IEO_DIS_HI,val,1,data/CREMA_D_repo/VideoFlash/1038_IEO_DIS_HI.flv,data/CREMA_D_repo/AudioWAV/1038_IEO_DIS_HI.wav,It's eleven o'clock
1057_ITS_FEA_XX,val,2,data/CREMA_D_repo/VideoFlash/1057_ITS_FEA_XX.flv,data/CREMA_D_repo/AudioWAV/1057_ITS_FEA_XX.wav,I think I've seen this before
1058_ITH_NEU_XX,val,4,data/CREMA_D_repo/VideoFlash/1058_ITH_NEU_XX.flv,data/CREMA_D_repo/AudioWAV/1058_ITH_NEU_XX.wav,I think I have a doctor's appointment
1057_MTI_FEA_XX,val,2,data/CREMA_D_repo/VideoFlash/1057_MTI_FEA_XX.flv,data/CREMA_D_repo/AudioWAV/1057_MTI_FEA_XX.wav,Maybe tomorrow it will be cold
1037_ITS_HAP_XX,val,3,data/CREMA_D_repo/VideoFlash/1037_ITS_HAP_XX.flv,data/CREMA_D_repo/AudioWAV/1037_ITS_HAP_XX.wav,I think I've seen this before
1087_ITS_FEA_XX,val,2,data/CREMA_D_repo/VideoFlash/1087_ITS_FEA_XX.flv,data/CREMA_D_repo/AudioWAV/1087_ITS_FEA_XX.wav,I think I've seen this before
1028_TSI_FEA_XX,val,2,data/CREMA_D_repo/VideoFlash/1028_TSI_FEA_XX.flv,data/CREMA_D_repo/AudioWAV/1028_TSI_FEA_XX.wav,The surface is slick
1057_IOM_NEU_XX,val,4,data/CREMA_D_repo/VideoFlash/1057_IOM_NEU_XX.flv,data/CREMA_D_repo/AudioWAV/1057_IOM_NEU_XX.wav,I'm on my way to the meeting
1067_ITS_NEU_XX,val,4,data/CREMA_D_repo/VideoFlash/1067_ITS_NEU_XX.flv,data/CREMA_D_repo/AudioWAV/1067_ITS_NEU_XX.wav,I think I've seen this before
1077_ITH_SAD_XX,val,5,data/CREMA_D_repo/VideoFlash/1077_ITH_SAD_XX.flv,data/CREMA_D_repo/AudioWAV/1077_ITH_SAD_XX.wav,I think I have a doctor's appointment
1037_IEO_ANG_LO,val,0,data/CREMA_D_repo/VideoFlash/1037_IEO_ANG_LO.flv,data/CREMA_D_repo/AudioWAV/1037_IEO_ANG_LO.wav,It's eleven o'clock
1038_DFA_NEU_XX,val,4,data/CREMA_D_repo/VideoFlash/1038_DFA_NEU_XX.flv,data/CREMA_D_repo/AudioWAV/1038_DFA_NEU_XX.wav,Don't forget a jacket
1007_MTI_FEA_XX,val,2,data/CREMA_D_repo/VideoFlash/1007_MTI_FEA_XX.flv,data/CREMA_D_repo/AudioWAV/1007_MTI_FEA_XX.wav,Maybe tomorrow it will be cold
1007_DFA_HAP_XX,val,3,data/CREMA_D_repo/VideoFlash/1007_DFA_HAP_XX.flv,data/CREMA_D_repo/AudioWAV/1007_DFA_HAP_XX.wav,Don't forget a jacket
1007_IOM_HAP_XX,val,3,data/CREMA_D_repo/VideoFlash/1007_IOM_HAP_XX.flv,data/CREMA_D_repo/AudioWAV/1007_IOM_HAP_XX.wav,I'm on my way to the meeting
1088_IEO_DIS_HI,val,1,data/CREMA_D_repo/VideoFlash/1088_IEO_DIS_HI.flv,data/CREMA_D_repo/AudioWAV/1088_IEO_DIS_HI.wav,It's eleven o'clock
1027_DFA_HAP_XX,val,3,data/CREMA_D_repo/VideoFlash/1027_DFA_HAP_XX.flv,data/CREMA_D_repo/AudioWAV/1027_DFA_HAP_XX.wav,Don't forget a jacket
1008_IWW_DIS_XX,val,1,data/CREMA_D_repo/VideoFlash/1008_IWW_DIS_XX.flv,data/CREMA_D_repo/AudioWAV/1008_IWW_DIS_XX.wav,I wonder what this is about
1027_TIE_FEA_XX,val,2,data/CREMA_D_repo/VideoFlash/1027_TIE_FEA_XX.flv,data/CREMA_D_repo/AudioWAV/1027_TIE_FEA_XX.wav,That is exactly what happened
1068_IEO_HAP_HI,val,3,data/CREMA_D_repo/VideoFlash/1068_IEO_HAP_HI.flv,data/CREMA_D_repo/AudioWAV/1068_IEO_HAP_HI.wav,It's eleven o'clock
1027_WSI_NEU_XX,val,4,data/CREMA_D_repo/VideoFlash/1027_WSI_NEU_XX.flv,data/CREMA_D_repo/AudioWAV/1027_WSI_NEU_XX.wav,We'll stop in a couple of minutes
1068_IEO_ANG_LO,val,0,data/CREMA_D_repo/VideoFlash/1068_IEO_ANG_LO.flv,data/CREMA_D_repo/AudioWAV/1068_IEO_ANG_LO.wav,It's eleven o'clock
1028_IWW_HAP_XX,val,3,data/CREMA_D_repo/VideoFlash/1028_IWW_HAP_XX.flv,data/CREMA_D_repo/AudioWAV/1028_IWW_HAP_XX.wav,I wonder what this is about
